Serial,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW)
20240922081012,0,1005.31,31.7,100,8342,54.24
20240922082012,0,1005.54,32.02,100,8934.33,60.36
20240922083012,0,1005.62,32.36,100,9259.42,63.45
20240922084012,0,1005.56,32.52,100,9384.92,64.25
20240922085012,0,1005.51,32.61,100,9560.67,66.21
20240923070012,0,1015.59,26.98,100,4177.67,13.11
20240923071012,0,1015.77,27.09,100,3677.25,11.58
20240923072012,0,1015.88,27.07,100,4123.58,13.12
20240923073012,0,1015.91,27.12,100,4846.5,15.49
20240923074012,0,1016,27.42,100,4553.16,13.35
20240923075012,0,1015.88,27.55,100,4135.67,11.39
20240923080012,0,1015.3,27.7,100,4672.25,14.98
20240923081012,0,1013.2,28.26,100,7411.75,42.06
20240923082012,0,1011.75,28.89,100,9937.75,75.17
20240923083012,0,1011.62,29.32,100,7884.17,49.65
20240923084012,0,1012.24,29.38,100,7532.58,41.09
20240923085012,0,1012.31,29.9,100,8409.83,55.67
20240924070012,0,1014.65,26.86,100,1928.92,1.53
20240924071012,0,1014.72,26.9,100,1839,1.28
20240924072012,0,1014.6,26.78,100,1430.42,0.64
20240924073012,0,1014.26,26.85,100,1429.92,0.56
20240924074012,0,1013.69,26.95,100,2117.67,1.67
20240924075012,0,1013.03,27.11,100,2394.17,2.77
20240924080012,0,1012.66,27.35,100,2861.08,4.49
20240924081012,0,1012.26,27.53,100,2723.25,3.85
20240924082012,0,1011.64,27.61,100,2964.75,4.42
20240924083012,0,1011.65,27.94,100,3459,5.93
20240924084012,0,1011.67,28.19,100,3531.17,5.7
20240924085012,0,1011.46,28.25,100,3274.58,5.03
20240925070012,0,1009.04,28.09,100,2516.67,3.23
20240925071012,0,1009.19,28.14,100,2591.08,3.33
20240925072012,0,1009.19,28.32,100,3532.17,6.4
20240925073012,0,1009.34,28.54,100,3682,6.74
20240925074012,0,1009.49,28.71,100,3434.33,5
20240925075012,0,1009.57,28.7,100,4011.33,6.08
20240925080012,0,1009.64,28.91,100,5172.08,12.09
20240925081012,0,1009.67,29.45,100,6586.67,21.36
20240925082012,0,1009.79,29.85,100,7278.17,26.79
20240925083012,0,1009.91,30.23,100,7504.67,28.82
20240925084012,0,1009.85,30.64,100,8603.42,37.08
20240925085012,0,1009.73,31.38,100,10006.33,55.25
20240926070012,0,1007.94,28.52,100,2863,3.49
20240926071012,0,1008.19,28.87,100,3077.17,4.3
20240926072012,0,1008.46,29.1,100,3455.83,6.52
20240926073012,0,1008.61,29.24,100,4675,11.93
20240926074012,0,1008.7,29.49,100,4642.25,12.01
20240926075012,0,1008.93,29.67,100,3285.5,6.28
20240926080012,0,1009.06,29.76,100,3290.75,6.29
20240926081012,0,1009,30.03,100,4302.25,8.88
20240926082012,0,1009.09,30.22,100,4097.83,8.14
20240926083012,0,1009.23,30.04,100,3922.84,7.95
20240926084012,0,1009.3,30.18,100,5574.67,15.93
20240926085012,0,1009.28,30.81,100,6685.75,24.15
20240927070012,0,1011.03,26.83,100,3295.92,5.61
20240927071012,0,1009.49,27.01,100,3778.08,7.18
20240927072012,0,1008.93,27.29,100,4021.75,8
20240927073012,0,1008.38,27.41,100,4851.92,12.2
20240927074012,0,1007.92,27.4,100,5695.42,17.01
20240927075012,0,1007.64,27.75,100,7156,26.74
20240927080012,0,1007.79,28.29,100,7643.75,34.84
20240927081012,0,1008.36,28.63,100,7632.83,30.44
20240927082012,0,1008.68,28.92,100,8492.75,36.88
20240927083012,0,1008.85,29.33,100,8012.33,34.74
20240927084012,0,1008.79,29.9,100,9117,47.35
20240927085012,0,1008.63,30.27,100,9740.5,53.88
20240928070012,0,1007.12,25.5,100,1406.08,1.03
20240928071012,0,1007.22,25.57,100,2263.92,2.97
20240928072012,0,1007.41,25.85,100,2354.58,3.02
20240928073012,0,1007.66,26.15,100,4291.75,9.22
20240928074012,0,1007.82,26.75,100,5922.25,15.4
20240928075012,0,1008.2,27.02,100,6046.75,17.03
20240928080012,0,1008.58,26.92,100,4875.67,12.54
20240928081012,0,1008.46,26.99,100,5279.58,12.78
20240928082012,0,1008.42,27.48,100,6073.33,19.24
20240928083012,0,1008.44,28.16,100,7673.92,28.04
20240928084012,0,1008.52,28.52,100,7929.42,30.2
20240928085012,0,1008.37,28.6,100,8059.17,29.63
20240929070012,0,1006.05,25.94,100,3354.42,5.22
20240929071012,0,1006.14,26.14,100,3700.67,6.55
20240929072012,0,1006.34,26.33,100,3805.42,7.36
20240929073012,0,1006.61,26.48,100,5476.5,15.24
20240929074012,0,1007,26.79,100,7444.92,26.85
20240929075012,0,1007.51,27.2,100,7948.58,27.95
20240929080012,0,1008.06,27.28,100,7267.33,24.27
20240929081012,0,1008.55,27.54,100,7066.08,22.05
20240929082012,0,1008.39,28.18,100,7244.67,23.16
20240929083012,0,1008.13,28.43,100,8323.42,32.32
20240929084012,0,1008.39,28.85,100,7877.83,29.68
20240929085012,0,1008.16,29.3,100,10869.33,58.3
20240930070012,0,1010.31,24.19,100,157.17,0.01
20240930071012,0,1010.58,24.15,100,171.33,0.01
20240930072012,0,1010.64,24.15,100,259.17,0.03
20240930073012,0,1010.6,24.04,100,421.92,0.06
20240930074012,0,1010.9,24.24,100,704,0.21
20240930075012,0,1011.52,24.45,100,1429.67,1.03
20240930080012,0,1010.78,24.72,100,2242.5,2.62
20240930081012,0,1010.42,24.87,100,4498.58,9.92
20240930082012,0,1010.27,25.34,100,6173.58,16.68
20240930083012,0,1010.15,25.62,100,5034.58,11.76
20240930084012,0,1009.72,25.08,100,4244.33,9.14
20240930085012,0,1009.85,24.94,100,3740.17,6.4
20241001070012,0,1008.5,23.97,100,1790.33,1.09
20241001071012,0,1008.7,23.98,100,2256.5,1.97
20241001072012,0,1008.89,24.11,100,2017.08,1.99
20241001073012,0,1008.94,24.24,100,3404.17,5.24
20241001074012,0,1008.99,24.44,100,3946,6.92
20241001075012,0,1009.07,24.42,100,3104.5,4.61
20241001080012,0,1009.03,24.46,100,2779.25,3.68
20241001081012,0,1009.03,24.55,100,2589.33,3.11
20241001082012,0,1008.59,24.93,100,5436.33,12.76
20241001083012,0,1007.92,25.19,100,4889,12.49
20241001084012,0,1007.09,25.55,100,3809.42,6.07
20241001085012,0,1006.96,25.85,100,3465.25,4.36
20241002070012,0,1006.27,23.86,100,1851.5,1.68
20241002071012,0,1006.57,23.88,100,2933.5,4.57
20241002072012,0,1006.65,24.12,100,3990.25,7.76
20241002073012,0,1006.97,24.38,100,4089.25,7.94
20241002074012,0,1007.16,24.71,100,4825.58,11.3
20241002075012,0,1007.06,24.89,100,6466.33,18.69
20241002080012,0,1006.99,25.16,100,7474.83,24.68
20241002081012,0,1006.88,25.53,100,7953.25,27.32
20241002082012,0,1006.92,25.62,100,7186.42,22.28
20241002083012,0,1007.01,25.43,100,5842.5,15.28
20241002084012,0,1007.35,25.81,100,8580.33,31.08
20241002085012,0,1007.79,26.18,100,9759.58,41.19
20241003070012,0,1011.82,24.32,100,3249.17,5.11
20241003071012,0,1011.69,24.34,100,3154.75,4.64
20241003072012,0,1011.51,24.31,100,2801.58,3.56
20241003073012,0,1011.36,24.39,100,2492,2.97
20241003074012,0,1011.25,24.39,100,2391.25,3.07
20241003075012,0,1010.98,24.35,100,3217.25,5.32
20241003080012,0,1011.19,24.21,100,2116.42,2.39
20241003081012,0,1011.35,24.14,100,2314.33,2.71
20241003082012,0,1011.3,24.18,100,2558.58,2.7
20241003083012,0,1011.53,24.15,100,1552.42,0.88
20241003084012,0,1011.59,24.11,100,2258.92,1.9
20241003085012,0,1011.57,24.21,100,2726.83,2.85
20241015070012,0,1011.36,24.74,100,1521.25,13.93
20241015071012,0,1011.53,24.65,100,1032.92,4.75
20241015072012,0,1011.66,24.69,100,1491.83,11.24
20241015073012,0,1011.86,25.1,100,3479.58,56.96
20241015074012,0,1011.95,25.49,100,2572.5,38.47
20241015075012,0,1012.16,25.58,100,2147.92,24.82
20241015080012,0,1012.35,25.79,100,2297.92,26.45
20241015081012,0,1012.63,26.05,100,2389.5,28.86
20241015082012,0,1012.82,26.3,100,2182.42,29.54
20241015083012,0,1012.78,26.45,100,2753.5,43.03
20241015084012,0,1012.66,26.47,100,2836.58,40.25
20241015085012,0,1012.52,26.6,100,2359.83,29.1
20241016070012,0,1013.67,25.14,100,1495.83,12.27
20241016071012,0,1013.82,25.22,100,1764.17,16.44
20241016072012,0,1013.95,25.4,100,1746.17,15.86
20241016073012,0,1014.03,25.57,100,1837.83,17.07
20241016074012,0,1014.3,25.78,100,1985.75,19.84
20241016075012,0,1014.5,25.95,100,2286.67,25.66
20241016080012,0,1014.67,26.22,100,2607.42,32.76
20241016081012,0,1014.77,26.5,100,3099.25,43.65
20241016082012,0,1014.78,26.72,100,3014.33,43.13
20241016083012,0,1014.91,26.88,100,2891.83,40.93
20241016084012,0,1014.97,27.02,100,2957.58,42.52
20241016085012,0,1015.03,27.2,100,3047.5,45.47
20241017070012,0,1012.48,25.51,100,3125.17,52.27
20241017071012,0,1012.63,25.79,100,2970.75,45.46
20241017072012,0,1012.85,25.93,100,2527.25,37.7
20241017073012,0,1012.98,26.01,100,2014.42,22.64
20241017074012,0,1013.18,26.03,100,1971.33,19.16
20241017075012,0,1013.28,26.13,100,2104.58,20.98
20241017080012,0,1013.41,26.31,100,2131.92,22.65
20241017081012,0,1013.36,26.57,100,2420.92,27.76
20241017082012,0,1013.39,26.87,100,2499.5,29.46
20241017083012,0,1013.42,27.27,100,3172.67,48.29
20241017084012,0,1013.5,27.78,100,3947.25,74.98
20241017085012,0,1013.59,28.24,100,4663.67,91.8
20241018070012,0,1010.99,25.95,100,1499.5,10.15
20241018071012,0,1011.13,26.03,100,1597,11.66
20241018072012,0,1011.19,26.17,100,1689,13.33
20241018073012,0,1011.29,26.3,100,1801.75,14.99
20241018074012,0,1011.36,26.4,100,1907.42,17.87
20241018075012,0,1011.37,26.55,100,2008.17,20.06
20241018080012,0,1011.5,26.79,100,2143.25,22.6
20241018081012,0,1011.58,27.08,100,2272.17,25.28
20241018082012,0,1011.7,27.3,100,2392.83,28.72
20241018083012,0,1011.73,27.59,100,2512.42,32.18
20241018084012,0,1011.73,27.81,100,2649.83,36.36
20241018085012,0,1011.77,27.96,100,2805.08,41.54
