Serial,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW)
20240920071009,0,1001.71,29.7,82.12,7609.08,14.44
20240920072009,0,1001.81,29.97,79.96,8222.33,16.33
20240920073009,0,1001.89,30.21,79.35,8479.75,17.06
20240920074009,0,1002.1,30.6,78.87,8546.83,17.1
20240920075009,0,1002.22,30.66,78.54,8677.08,17.26
20240920080009,0,1002.21,30.94,77.55,9109.42,18.58
20240920081009,0,1002.21,31.1,75.61,9788.42,21.33
20240920082009,0,1002.22,31.62,73.63,32535.84,141.15
20240920083009,0,1002.31,37.04,57.8,74114.45,953.13
20240920084009,0,1002.41,42.35,42.5,81435.99,1053.43
20240920085009,0,1002.49,44.36,35.81,88874.69,1129.43
20240921070009,0,999.38,28.97,82.66,6610.25,9.67
20240921071009,0,999.57,29.07,81.64,8183.92,14.64
20240921072009,0,999.83,29.63,79.28,9777.42,20.64
20240921073009,0,999.93,29.73,78.55,11085.75,26.02
20240921074009,0,1000.1,30.03,77.19,11912.33,29.62
20240921075009,0,1000.32,30.42,75.27,13157.58,35.72
20240921080009,0,1000.37,30.71,73.76,15466.67,49.15
20240921081009,0,1000.34,31.1,72.66,17049.17,59.49
20240921082009,0,1000.52,31.4,71.14,17719.25,61.99
20240921083009,0,1000.73,31.46,70.22,19497.42,74.31
20240921084009,0,1001.09,31,71.87,14298.33,41.68
20240921085009,0,1001.11,31.41,70.28,16496.75,56.22
20240922070009,0,1002.12,29.85,78.36,4253.25,4.24
20240922071009,0,1002.26,30.07,77.33,4830.75,5.43
20240922072009,0,1002.36,30.34,76.37,6090.58,8.19
20240922073009,0,1002.46,30.73,75.74,7592.17,12.53
20240922074009,0,1002.54,31.13,73.68,10130.17,21.77
20240922075009,0,1002.64,31.13,73.12,11968.5,30.52
20240922080009,0,1002.72,31.07,74.22,12897.17,34.51
20240922081009,0,1002.83,31.06,74.8,14989,45.86
20240922082009,0,1003.03,31.8,72.36,15078.42,46.29
20240922083009,0,1003.17,32.67,69.66,15961.5,51.11
20240922084009,0,1003.18,33.58,66.06,20468.08,80.23
20240922085009,0,1003.1,34.19,62.99,19448.17,73.54
20240923070009,0,1008.77,29.1,93.04,8862.08,17
20240923071009,0,1008.94,29.46,89.96,11834,29.72
20240923072009,0,1009.05,30.09,87.38,13900.5,42.15
20240923073009,0,1009.15,30.67,85.07,14651.58,48.75
20240923074009,0,1009.27,31.07,82.58,17015,62.48
20240923075009,0,1009.27,31.87,78.7,21086.75,97.54
20240923080009,0,1009.27,32.38,74.78,21512.17,95.49
20240923081009,0,1009.42,32.29,74.35,20958.92,88.43
20240923082009,0,1009.47,32.84,71.41,27666.58,152.44
20240923083009,0,1009.47,34.59,66.03,43770.01,371.7
20240923084009,0,1009.62,37.58,56.44,49042.99,445.55
20240923085009,0,1009.52,36.59,58.43,34476.83,226.92
20240924070009,0,1008.5,29.42,92.59,9288.08,20.99
20240924071009,0,1008.64,29.77,90.54,10353.25,24.1
20240924072009,0,1008.73,29.83,89.62,8145.92,13.89
20240924073009,0,1008.82,29.57,91.09,6504.58,8.18
20240924074009,0,1008.84,29.87,89.24,10549.66,23.22
20240924075009,0,1008.85,30.39,87.22,14706.67,44.96
20240924080009,0,1008.94,31.58,82.26,22111.25,98.65
20240924081009,0,1008.94,32.36,77.97,32754.08,199.03
20240924082009,0,1008.98,36.1,66.28,59967.69,710.08
20240924083009,0,1008.93,39.25,54.6,50917.71,497.26
20240924084009,0,1008.78,39.55,52.63,57984.8,599.65
20240924085009,0,1008.61,38.3,54.59,48074.21,559.69
20240925070009,0,1007.06,29.55,86.87,7315.08,11.45
20240925071009,0,1007.15,29.55,87.46,8481.17,15.08
20240925072009,0,1007.26,29.89,86.88,10645.58,23.54
20240925073009,0,1007.37,30.27,85.18,11860.83,29.98
20240925074009,0,1007.48,30.39,84.13,11222.58,25.44
20240925075009,0,1007.56,30.5,84.22,11688.92,26.97
20240925080009,0,1007.6,30.78,83.19,12799.92,32.53
20240925081009,0,1007.56,31.35,80.01,16866.5,56.18
20240925082009,0,1007.56,31.69,78.36,19423.17,74.04
20240925083009,0,1007.51,32.23,75.36,21979.75,94.97
20240925084009,0,1007.46,34.8,66.94,57226.6,693.24
20240925085009,0,1007.49,41.54,46.38,96573.22,1226.81
20240927070009,0,1005.83,28.22,98.25,5983.33,9.15
20240927071009,0,1005.89,28.62,96.69,7750.42,15.08
20240927072009,0,1005.91,29.28,93.6,12043.33,36.24
20240927073009,0,1005.83,30.11,88.47,17163.92,73.74
20240927074009,0,1005.89,31.1,82.31,25509.5,164.66
20240927075009,0,1005.96,31.6,78.52,21311.75,114.62
20240927080009,0,1005.99,31.87,75.82,36858.85,360.13
20240927081009,0,1005.91,38.31,57.08,77517.19,1017.21
20240927082009,0,1005.84,39.9,49.68,66384.82,771.89
20240927083009,0,1005.79,40.67,46.2,72151.94,849.28
20240927084009,0,1005.79,38.51,51.58,40541.2,314.18
20240927085009,0,1005.78,38.93,49.74,57351.04,586.01
20240928070009,0,1005.18,27.02,91.81,6502.25,9.84
20240928071009,0,1005.35,27.38,90.74,5368.17,6.66
20240928072009,0,1005.47,27.95,88.21,9357.75,18.91
20240928073009,0,1005.59,28.59,85.09,9771.08,21.56
20240928074009,0,1005.75,28.95,84.98,12020.67,34.98
20240928075009,0,1005.88,29.53,82.55,11172.67,29.25
20240928080009,0,1005.76,29.3,82.23,9339,19.42
20240928081009,0,1005.68,31.42,74.66,28360.48,192.32
20240928082009,0,1005.76,30.77,74.9,20244,78.78
20240928083009,0,1005.73,32.95,66.13,54847.11,713.77
20240928084009,0,1005.64,33.96,61.41,29980.14,263.63
20240928085009,0,1005.62,32.33,67.6,18160.17,67.78
20240929070009,0,1004.51,27.33,91.61,4825.17,5.61
20240929071009,0,1004.77,27.53,91.85,6271.5,9.61
20240929072009,0,1005.01,28.51,88.62,11576.75,28.62
20240929073009,0,1005.26,29.17,85.37,10101,22.5
20240929074009,0,1005.32,29.47,83.83,10847.58,25.09
20240929075009,0,1005.45,29.64,82.73,10171.5,22.51
20240929080009,0,1005.69,29.49,83.72,8061.17,14.46
20240929081009,0,1005.69,29.46,84.09,11362.58,28.13
20240929082009,0,1005.53,29.9,82.85,10695.67,25.16
20240929083009,0,1005.51,30,81.39,15671.58,52.89
20240929084009,0,1005.43,33.64,68.88,52843.09,588.29
20240929085009,0,1005.41,32.68,67.93,22767,106.67
20240930070009,0,1004.61,24.46,100,302.83,0.03
20240930071009,0,1004.58,24.5,100,415.67,0.06
20240930072009,0,1004.61,24.42,100,819.08,0.16
20240930073009,0,1004.82,24.03,100,1252.42,0.38
20240930074009,0,1004.69,24.08,100,2323.25,1.21
20240930075009,0,1004.21,24.72,100,4145.08,4.01
20240930080009,0,1003.99,25.01,100,6381.58,8.82
20240930081009,0,1003.92,24.74,100,5552.75,7.07
20240930082009,0,1003.71,25.06,100,5398.92,6.83
20240930083009,0,1003.36,25.54,100,5414.83,6.87
20240930084009,0,1003.6,25.17,100,4313,3.94
20240930085009,0,1004.02,25.13,100,4546.67,4.36
20241009070009,0,1009.65,27.56,81.76,8668,19.91
20241009071009,0,1009.58,28.38,76.6,12833.25,42.55
20241009072009,0,1009.54,29.58,70.18,25138.12,91.86
20241009073009,0,1009.55,34.07,56.82,59577.72,834.88
20241009074009,0,1009.6,39,40.09,67745.24,985.87
20241009075009,0,1009.59,40.92,34.71,64164.96,809.81
20241009080009,0,1009.63,37.7,40.1,43672.42,399.29
20241009081009,0,1009.67,35.61,44.61,41040.31,380.74
20241009082009,0,1009.77,38.05,40.08,55319,608.25
20241009083009,0,1009.82,36.84,42.29,39475.02,302.25
20241009084009,0,1009.86,36.23,43.77,44130.19,395.94
20241009085009,0,1009.91,36.78,41.51,51382.72,496.67
20241016070009,0,1011.69,27.93,84.74,14754.67,33.85
20241016071009,0,1011.74,31.97,71.32,39589.83,431.86
20241016072009,0,1011.8,37.14,52.35,44979.2,528.58
20241016073009,0,1011.88,39.35,45.38,52927.31,668.57
20241016074009,0,1012.06,40.94,41.51,58687.55,749
20241016075009,0,1012.28,41.35,38.32,67392.33,882.08
20241016080009,0,1012.33,41.38,38.74,70964.88,938.3
20241016081009,0,1012.32,42.77,36.91,76563.23,1027.35
20241016082009,0,1012.38,42.46,36.64,65505.98,773.15
20241016083009,0,1012.36,41.55,37.35,66908.97,798.77
20241016084009,0,1012.34,42.64,35.07,79130.42,1017.43
20241016085009,0,1012.34,42.98,34.41,83684.23,1106.14
20241017070009,0,1010.89,27.66,86.85,10555.16,25.86
20241017071009,0,1010.93,28.78,81.12,22948.55,160.25
20241017072009,0,1010.99,32.48,65.2,31067.19,248.6
20241017073009,0,1011,34.37,58.49,46111.97,551.54
20241017074009,0,1011.13,37.09,49.35,56712.44,688.02
20241017075009,0,1011.2,39.85,41.87,68169.12,897.18
20241017080009,0,1011.31,40.93,40.87,62760.35,754.66
20241017081009,0,1011.26,43.28,35.34,82499.92,1114.98
20241017082009,0,1011.26,44.74,33.1,80999.71,1037.55
20241017083009,0,1011.3,45.39,30.65,97225.13,1230.78
20241017084009,0,1011.31,42.12,35.34,62052.64,664.76
20241017085009,0,1011.3,37.01,45.39,38015.39,277.11
20241018070009,0,1009.52,29.48,79.55,31968.33,247.03
20241018071009,0,1009.66,34.7,59.28,39816.23,451.2
20241018072009,0,1009.72,37.11,49.54,46200.17,557.68
20241018073009,0,1009.79,38.19,47.05,52868.38,666.51
20241018074009,0,1009.82,39.38,43.93,60074.02,783.87
20241018075009,0,1009.84,40.5,40.19,66982.65,893.82
20241018080009,0,1009.89,41.75,38.3,72775.41,995.06
20241018081009,0,1009.92,42.85,35.26,79381.8,1080.09
20241018082009,0,1009.91,42.99,33.84,83912.98,1127.6
20241018083009,0,1009.9,43.55,33.01,87904.02,1173.73
20241018084009,0,1009.84,44.46,31.43,91214.41,1197.85
20241018085009,0,1009.82,44.83,30.57,93688.16,1197.5
