Serial,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW)
20240924083007,0,1008.77,39.38,91.38,64076.77,558.74
20240924084007,0,1008.6,39.6,86.62,72733.9,700.3
20240924085007,0,1008.48,39.19,84.94,67533.35,862.96
20240925070007,0,1006.95,28.92,100,14608.83,31.86
20240925071007,0,1007.05,29.39,100,16787.75,42.23
20240925072007,0,1007.14,30.52,100,24031.67,87.28
20240925073007,0,1007.29,32.04,100,30107.69,146.39
20240925074007,0,1007.41,32.74,100,23009.42,77.92
20240925075007,0,1007.5,32.68,100,23813.25,83.55
20240925080007,0,1007.52,33.11,100,26708.83,105.14
20240925081007,0,1007.48,34.2,99.37,33895.41,167.77
20240925082007,0,1007.49,35.42,92.54,38312.29,214.79
20240925083007,0,1007.44,36.43,87.3,42202.67,261.44
20240925084007,0,1007.37,38.34,79.13,76465.47,904.58
20240925085007,0,1007.29,44.36,58.1,110960.8,1737.28
20240926070007,0,1006.05,28.26,100,6698.92,8.32
20240926071007,0,1006.27,28.78,100,7954.5,10.94
20240926072007,0,1006.47,29.16,100,8830.83,13.52
20240926073007,0,1006.53,29.7,100,12594,26.19
20240926074007,0,1006.49,30.44,100,14167.17,32.23
20240926075007,0,1006.61,30.65,100,9788.42,15.82
20240926080007,0,1006.71,30.61,100,9587.25,15.5
20240926081007,0,1006.61,30.91,100,10544.33,19.04
20240926082007,0,1006.64,31.31,100,10721.25,19.76
20240926083007,0,1006.8,31.1,100,8529.42,12.84
20240926084007,0,1006.76,31.38,100,12698.92,27.79
20240926085007,0,1006.71,32.19,100,19202.67,58.92
20241015070007,0,1010.02,26.44,100,34389.61,180.66
20241015071007,0,1010.25,30.06,99.66,49982.7,333.1
20241015072007,0,1010.33,33.28,85.54,79293.22,767.84
20241015073007,0,1010.41,35.91,69.9,67156.22,540.3
20241015074007,0,1010.53,37.07,61.34,79645.23,785.93
20241015075007,0,1010.71,37.76,55.96,79969.38,789.04
20241015080007,0,1010.84,37.57,55.19,48611.69,375.37
20241015081007,0,1010.78,36.75,58.27,77976.43,913.52
20241015082007,0,1010.63,39.99,49.79,106577.68,1245.71
20241015083007,0,1010.46,39.15,49.06,69827.64,586.72
20241015084007,0,1010.29,40.92,45.54,111084.96,1332.77
20241015085007,0,1010.18,43.87,38.95,115867.17,1414.87
20241016070007,0,1011.57,33.29,96.43,54241.36,377.26
20241016071007,0,1011.65,34.49,88.29,64331.18,483.04
20241016072007,0,1011.76,35.94,81.02,71353.72,561.09
20241016073007,0,1011.99,37.21,73.27,77781.51,690.68
20241016074007,0,1012.12,38.07,67.39,80471.07,770.71
20241016075007,0,1012.13,39.35,63.66,85894.58,892.5
20241016080007,0,1012.2,40.03,57.13,75527.68,680.92
20241016081007,0,1012.21,39.33,58.49,77909.98,678.6
20241016082007,0,1012.2,40.2,55.17,95072.12,942.35
20241016083007,0,1012.18,41.64,51.63,102349.27,1108.64
20241016084007,0,1012.19,42.93,48.22,107073.44,1236.51
20241016085007,0,1012.16,43.7,43.99,115313.73,1416.73
20241017070007,0,1010.82,30.88,100,47218.63,280.54
20241017071007,0,1010.81,32.62,95.39,59599.43,461.32
20241017072007,0,1010.94,35.2,80.94,69721.09,530.86
20241017073007,0,1010.98,37,71.66,79104.91,697.84
20241017074007,0,1011.1,38.08,65.12,72115.6,610.64
20241017075007,0,1011.07,38.94,60.79,90300.7,959.36
20241017080007,0,1011.03,40.76,55.14,89089.06,912.3
20241017081007,0,1011.06,42.15,50.46,109608.11,1310.64
20241017082007,0,1011.14,42.65,46.87,87273.32,881.5
20241017083007,0,1011.2,40.2,50.26,56032.13,352.35
20241017084007,0,1011.23,40.62,49.75,102496.8,1263.76
20241017085007,0,1011.17,44.76,41.69,116723.92,1647.14
20241018070007,0,1009.45,33.87,90.33,54803.96,398.63
20241018071007,0,1009.52,35.37,80.49,62871.4,470.24
20241018072007,0,1009.55,36.28,74.51,70410.37,580.51
20241018073007,0,1009.58,37.5,67.69,75353.57,679.21
20241018074007,0,1009.62,38.51,63.22,79727.34,781.96
20241018075007,0,1009.63,39.88,56.25,84287.27,890.77
20241018080007,0,1009.67,40.84,52.25,90143.65,997.82
20241018081007,0,1009.65,42.15,48.08,98912.75,1098.56
20241018082007,0,1009.59,43.07,45.01,106229.09,1185.57
20241018083007,0,1009.55,43.75,42.04,108141.86,1269.45
20241018084007,0,1009.56,44.55,40.06,111276.51,1349.2
20241018085007,0,1009.55,46.22,36.98,115354.52,1408.76
20241019070007,0,1010.63,27.82,100,41270.22,252.08
20241019071007,0,1010.73,30.33,98.6,49242.64,341.49
20241019072007,0,1010.7,32.61,85.77,57149.43,418.12
20241019073007,0,1010.71,34.08,76.67,65173.19,494.2
20241019074007,0,1010.84,35.68,70.53,72032.23,605.69
20241019075007,0,1010.89,36.68,62.56,76753.88,707.51
20241019080007,0,1010.95,37.86,55.87,81282.9,806.13
20241019081007,0,1010.95,38.27,51.96,85798.62,915.97
20241019082007,0,1010.99,39.72,47.76,91147.02,1014.64
20241019083007,0,1010.95,40.06,44.54,100387.45,1114.12
20241019084007,0,1010.83,40.51,43.09,107289.24,1208.83
20241019085007,0,1010.73,41.18,41.54,109317.38,1296.87
20241020070007,0,1014.12,23.87,100,1300.5,0.29
20241020071007,0,1014.26,24.1,100,2281,1.01
20241020072007,0,1014.37,24.73,100,7137.5,8.09
20241020073007,0,1014.42,25.11,100,6165.5,6.14
20241020074007,0,1014.54,25.29,100,6020.25,6.01
20241020075007,0,1014.68,25.54,100,8998.08,12.06
20241020080007,0,1014.69,25.6,100,9140.92,12.5
20241020081007,0,1014.68,25.95,100,13132.17,26.28
20241020082007,0,1014.78,26.52,100,14513.25,30.69
20241020083007,0,1014.83,26.73,100,19141.75,53.82
20241020084007,0,1014.92,26.88,100,13804.17,33.52
20241020085007,0,1014.99,25.87,100,10445.08,17.92
20241021070007,0,1012.85,25.25,100,6396.42,6.55
20241021071007,0,1012.87,25.19,100,4472.58,3.1
20241021072007,0,1012.95,25.03,100,3208.08,1.51
20241021073007,0,1013.05,25.06,100,4776.92,3.4
20241021074007,0,1013.07,25.3,100,7704.58,9.17
20241021075007,0,1013.14,25.78,100,12614.5,22.54
20241021080007,0,1013.19,26.58,100,16469.75,35.18
20241021081007,0,1013.29,26.81,100,14933.5,28.18
20241021082007,0,1013.34,27.68,100,29839.5,109.43
20241021083007,0,1013.32,29.14,100,35555.16,151.84
20241021084007,0,1013.32,30.66,100,42555.52,217.09
20241021085007,0,1013.29,31.65,100,41901.51,206.63
20241022070007,0,1010.96,24.26,100,17749.17,45.78
20241022071007,0,1010.98,26.64,100,39543.68,192.96
20241022072007,0,1010.91,29.44,100,48405.36,279.27
20241022073007,0,1010.95,31.47,100,56944.94,369.35
20241022074007,0,1011.01,33.05,99.87,63012.09,464.27
20241022075007,0,1011.14,33.67,95.4,63537.33,512.4
20241022080007,0,1011.17,35.48,85.19,75258.33,649.91
20241022081007,0,1011.14,37.37,76.75,81929.06,754.2
20241022082007,0,1011.08,38.09,69.08,87803.4,857.2
20241022083007,0,1010.98,38.75,65.21,95762.29,964.1
20241022084007,0,1010.85,39.85,61.42,101138,1042.75
20241022085007,0,1010.74,41.08,59.03,106437.34,1163.91
